CustID,account_id,account_type,creditor,account_owner,int_rate,credit_limit,balance,utilization,open_date,closed_date,report_date,current_delq,worst_dlq
C750167,A246417,revolving,ABC Bank,individual,0.094933606,4200,1948.140158,0.463842895,1/18/13,,5/31/14,<30DPD,<30DPD
C750167,A888054,revolving,TrendingClub,individual,0.093633165,6500,6175,0.95,7/8/13,,5/29/14,60-90DPD,60-90DPD
C750232,A910318,revolving,ABC Bank,individual,0.09109798,5400,2629.132853,0.486876454,4/11/14,,5/29/14,<30DPD,30-60DPD
C750232,A634477,revolving,Uprise,individual,0.082601285,3900,840.9676304,0.215632726,11/5/12,,5/30/14,<30DPD,<30DPD
C750232,A102910,revolving,TrendingClub,individual,0.087918017,,,,12/3/12,3/27/14,5/31/14,,<30DPD
C750232,A952631,mortgage,Bank of XYZ,individual,0.05977424,,,,12/14/06,,5/30/14,<30DPD,<30DPD
C750232,A382120,instalment,ABC Bank,individual,0.078115206,,,,12/10/12,,5/31/14,<30DPD,<30DPD
C750232,A311132,revolving,Bank of XYZ,individual,0.085397015,1600,645.7412616,0.403588289,11/9/13,,5/29/14,<30DPD,<30DPD
C750232,A561227,revolving,Lord_P2P,joint,0.094958722,3700,3052.036668,0.824874775,7/17/12,,5/31/14,<30DPD,<30DPD
C750232,A724772,revolving,Rhyme,individual,0.092204538,1700,991.9592439,0.583505438,11/16/12,,5/31/14,<30DPD,60-90DPD
C750232,A672086,revolving,Bank of XYZ,individual,0.090901022,1900,1470.61806,0.774009506,1/14/14,,5/30/14,30-60DPD,30-60DPD
C750303,A357606,revolving,Bank of XYZ,individual,0.091472612,4600,1582.263147,0.343970249,7/3/12,,5/29/14,<30DPD,<30DPD
C750303,A251589,instalment,Bank of XYZ,individual,0.082924357,,,,10/23/13,,5/31/14,<30DPD,<30DPD
C750303,A255817,revolving,ABC Bank,individual,0.089938416,1100,314.8274032,0.28620673,8/16/12,,5/30/14,<30DPD,<30DPD
C750303,A919142,instalment,Cooperative Capital,individual,0.079956362,,,,6/12/13,,5/31/14,<30DPD,<30DPD
C750303,A930381,instalment,ABC Bank,individual,0.080892501,,,,8/12/13,,5/31/14,<30DPD,<30DPD
C750335,A394100,instalment,Bank of XYZ,individual,0.079438715,,,,2/17/14,,5/31/14,<30DPD,<30DPD
C750335,A26484,mortgage,Bank of XYZ,individual,0.060092848,,,,6/5/04,,5/30/14,<30DPD,<30DPD
C750335,A940347,mortgage,Rhyme,individual,0.060338916,,,,11/11/04,,5/29/14,<30DPD,<30DPD
C750335,A696146,revolving,ABC Bank,individual,0.092081097,6300,5671.325217,0.900210352,8/19/13,,5/29/14,<30DPD,<30DPD
C750408,A202781,instalment,ABC Bank,joint,0.08098381,,,,12/25/13,,5/30/14,<30DPD,<30DPD
C750408,A389493,revolving,ABC Bank,individual,0.085663335,3300,61.93270762,0.018767487,4/6/13,,5/30/14,60-90DPD,60-90DPD
C750442,A802903,revolving,Bank of XYZ,individual,0.087376859,1100,1024.516889,0.93137899,11/16/13,,5/30/14,<30DPD,<30DPD
C750442,A333442,revolving,ABC Bank,individual,0.084554633,5800,4080.05808,0.70345829,4/11/13,,5/29/14,<30DPD,<30DPD
C750442,A636713,revolving,ABC Bank,individual,0.087263445,4200,2514.757843,0.598751867,12/18/13,,5/31/14,<30DPD,<30DPD
C750442,A911560,revolving,Bank of XYZ,individual,0.093597029,5000,3539.627314,0.707925463,6/25/12,,5/31/14,<30DPD,<30DPD
C750464,A221582,revolving,ABC Bank,individual,0.094011261,4800,2033.6317,0.423673271,8/10/13,,5/31/14,30-60DPD,30-60DPD
C750464,A384655,revolving,ABC Bank,individual,0.09283129,3000,2096.028246,0.698676082,1/26/14,,5/31/14,<30DPD,60-90DPD
C750464,A663577,instalment,Cooperative Capital,individual,0.078907275,,,,9/14/13,,5/31/14,30-60DPD,30-60DPD
C750464,A811604,revolving,Bank of XYZ,individual,0.09103246,7700,1696.021754,0.220262565,4/22/14,,5/31/14,30-60DPD,30-60DPD
C750464,A365270,mortgage,Cooperative Capital,individual,0.05946111,,,,10/30/04,,5/29/14,>90DPD,>90DPD
C750621,A762333,revolving,Rhyme,individual,0.089364001,5900,4626.972233,0.784232582,3/10/13,,5/31/14,>90DPD,>90DPD
C750621,A833013,revolving,Bank of XYZ,individual,0.090444436,3800,3492.495779,0.919077837,1/3/13,,5/29/14,30-60DPD,30-60DPD
C750621,A443073,revolving,ABC Bank,individual,0.08614994,3500,1664.638719,0.475611063,10/27/13,,5/31/14,<30DPD,<30DPD
C750801,A315171,revolving,Uprise,individual,0.092247603,5600,2698.20177,0.481821745,6/12/12,,5/29/14,60-90DPD,>90DPD
C750801,A228453,instalment,Rhyme,individual,0.079189452,,,,7/20/13,,5/30/14,30-60DPD,30-60DPD
C750801,A167790,instalment,Cooperative Capital,individual,0.081107998,,,,9/26/12,,5/30/14,<30DPD,<30DPD
C750902,A2631,mortgage,Bank of XYZ,joint,0.059034667,,,,6/22/10,,5/29/14,30-60DPD,30-60DPD
C750902,A945640,revolving,Bank of XYZ,joint,0.086427243,7300,3292.408232,0.451014826,11/4/13,,5/30/14,30-60DPD,30-60DPD
C751007,A914941,revolving,Lord_P2P,individual,0.082968917,6700,6365,0.95,5/23/13,,5/29/14,<30DPD,60-90DPD
C751007,A603106,revolving,Bank of XYZ,individual,0.091317729,2300,1084.227029,0.471403056,2/17/14,,5/30/14,<30DPD,<30DPD
C751013,A567508,revolving,TrendingClub,individual,0.091717031,6900,2566.761065,0.371994357,1/4/13,,5/30/14,<30DPD,<30DPD
C751013,A945775,instalment,Rhyme,individual,0.081127976,,,,10/25/13,,5/31/14,<30DPD,<30DPD
C751013,A880536,revolving,ABC Bank,individual,0.095079461,,,,12/19/12,6/11/14,5/31/14,,<30DPD
C751013,A970862,revolving,Bank of XYZ,individual,0.091560689,6400,0,0,12/22/12,,5/31/14,>90DPD,>90DPD
C751013,A44970,revolving,ABC Bank,individual,0.08811481,7600,4318.089343,0.56816965,7/20/12,,5/29/14,<30DPD,<30DPD
C751209,A970390,revolving,ABC Bank,individual,0.088876866,2300,364.0784611,0.158294983,12/24/12,,5/30/14,<30DPD,<30DPD
C751209,A963443,mortgage,ABC Bank,individual,0.057817545,,,,3/25/10,,5/31/14,>90DPD,>90DPD
C751209,A633329,revolving,Cooperative Capital,individual,0.091784248,7900,1877.277958,0.237630121,12/18/13,,5/29/14,<30DPD,<30DPD
C751306,A196751,revolving,Cooperative Capital,joint,0.087916112,,,,7/25/12,3/26/14,5/31/14,,<30DPD
C751306,A246894,revolving,Cooperative Capital,individual,0.091320651,3600,628.4373176,0.174565922,12/18/12,,5/31/14,30-60DPD,30-60DPD
C751306,A279523,revolving,Lord_P2P,individual,0.093480705,3000,1952.975776,0.650991925,12/15/12,,5/30/14,<30DPD,<30DPD
C751494,A517950,revolving,ABC Bank,individual,0.089114901,4400,932.8790536,0.212017967,7/12/12,,5/31/14,<30DPD,<30DPD
C751609,A61265,instalment,Bank of XYZ,individual,0.079840263,,,,6/19/12,,5/31/14,<30DPD,<30DPD
C751609,A698449,mortgage,Uprise,joint,0.059457407,,,,10/5/12,,5/30/14,<30DPD,<30DPD
C751609,A940638,instalment,Uprise,individual,0.081270682,,,,6/13/12,,5/31/14,<30DPD,<30DPD
C751609,A153459,revolving,Rhyme,joint,0.092331298,2000,1008.998299,0.504499149,4/24/14,,5/31/14,<30DPD,30-60DPD
C751643,A193785,revolving,Bank of XYZ,individual,0.095357184,1900,1150.396358,0.605471767,9/30/13,,5/31/14,<30DPD,<30DPD
C751643,A376008,instalment,Cooperative Capital,individual,0.079280681,,,,7/11/13,,5/30/14,<30DPD,<30DPD
C751643,A485274,revolving,Cooperative Capital,joint,0.086608194,2300,1442.549798,0.627195564,9/10/12,,5/29/14,<30DPD,<30DPD
C751663,A557109,mortgage,ABC Bank,individual,0.059261162,,,,7/3/10,,5/29/14,30-60DPD,30-60DPD
C751663,A236396,revolving,Bank of XYZ,individual,0.085852447,3000,2387.796992,0.795932331,9/19/13,,5/31/14,<30DPD,<30DPD
C751663,A623490,revolving,Bank of XYZ,individual,0.091009731,1400,371.6522609,0.265465901,1/31/14,,5/30/14,60-90DPD,60-90DPD
C751663,A535814,revolving,TrendingClub,individual,0.093386251,3200,2420.593112,0.756435348,10/22/12,,5/31/14,<30DPD,<30DPD
C751663,A702726,revolving,TrendingClub,individual,0.089206887,5100,476.3747715,0.093406818,9/2/12,,5/31/14,>90DPD,>90DPD
C751928,A673636,revolving,ABC Bank,individual,0.090323208,5400,1999.694067,0.370313716,4/23/13,,5/29/14,<30DPD,<30DPD
C752020,A388973,revolving,Uprise,individual,0.090160337,2900,1402.724711,0.483698176,6/12/12,,5/29/14,<30DPD,<30DPD
C752020,A625453,revolving,ABC Bank,individual,0.090226768,7700,3807.076421,0.494425509,7/16/13,,5/29/14,<30DPD,<30DPD
C752020,A425113,instalment,Cooperative Capital,individual,0.077993519,,,,1/26/13,,5/31/14,<30DPD,<30DPD
C752020,A500019,revolving,Rhyme,joint,0.090852275,3600,0,0,11/29/12,,5/31/14,<30DPD,<30DPD
C752020,A332268,instalment,Rhyme,individual,0.084078233,,,,6/7/13,,5/30/14,<30DPD,<30DPD
C752231,A484971,instalment,TrendingClub,individual,0.081343027,,,,4/30/14,,5/29/14,>90DPD,>90DPD
C752231,A746785,revolving,Lord_P2P,individual,0.090091978,7500,5244.06811,0.699209081,4/22/14,,5/29/14,<30DPD,<30DPD
C752231,A993909,revolving,ABC Bank,individual,0.094105122,3000,2068.90039,0.689633463,6/2/12,,5/31/14,30-60DPD,30-60DPD
C752244,A706621,revolving,ABC Bank,individual,0.088835048,2400,749.2652965,0.312193874,2/13/13,,5/30/14,<30DPD,<30DPD
C752244,A869130,revolving,Bank of XYZ,individual,0.088128718,,,,7/2/12,12/16/13,5/29/14,,<30DPD
C752257,A885532,revolving,Cooperative Capital,individual,0.095559708,7200,6840,0.95,8/24/13,,5/31/14,<30DPD,<30DPD
C752257,A568902,revolving,Uprise,individual,0.095032089,4300,2080.56236,0.483851712,2/21/13,,5/31/14,<30DPD,30-60DPD
C752257,A522076,revolving,Lord_P2P,individual,0.089591502,6200,3472.384836,0.56006207,6/9/12,,5/29/14,<30DPD,<30DPD
C752257,A79607,instalment,Lord_P2P,individual,0.080246663,,,,12/17/13,,5/30/14,<30DPD,<30DPD
C752257,A365088,revolving,ABC Bank,individual,0.089385701,6900,0,0,1/29/13,,5/29/14,30-60DPD,30-60DPD
C752257,A519715,revolving,Bank of XYZ,individual,0.087501502,1700,60.86784888,0.035804617,7/27/13,,5/31/14,<30DPD,<30DPD
C752360,A747053,revolving,ABC Bank,individual,0.091319414,4700,0,0,1/7/13,,5/29/14,>90DPD,>90DPD
C752360,A205658,mortgage,Bank of XYZ,individual,0.05990985,,,,10/11/09,,5/31/14,30-60DPD,30-60DPD
C752360,A45174,instalment,Bank of XYZ,joint,0.080533966,,,,1/4/14,,5/31/14,<30DPD,<30DPD
C752360,A54421,revolving,Bank of XYZ,individual,0.086988286,7600,3541.529272,0.465990694,7/30/13,,5/30/14,<30DPD,<30DPD
C752360,A394075,revolving,ABC Bank,individual,0.08985657,3500,1524.208837,0.435488239,3/9/13,,5/30/14,>90DPD,>90DPD
C752420,A606740,instalment,ABC Bank,individual,0.078521178,,,,8/24/13,,5/30/14,<30DPD,<30DPD
C752420,A896017,instalment,ABC Bank,individual,0.078151611,,,,8/7/12,,5/31/14,<30DPD,<30DPD
C752420,A706053,revolving,ABC Bank,individual,0.090734624,3500,2318.954359,0.662558388,1/30/14,,5/30/14,<30DPD,<30DPD
C752420,A520663,instalment,Bank of XYZ,individual,0.080143961,,,,4/18/13,,5/30/14,<30DPD,<30DPD
C752420,A298849,revolving,ABC Bank,individual,0.089917248,4300,1816.423347,0.422424034,9/11/12,,5/31/14,<30DPD,<30DPD
C752420,A59173,revolving,ABC Bank,individual,0.085405492,,,,3/6/13,5/16/14,5/31/14,,<30DPD
C752438,A240622,revolving,ABC Bank,individual,0.085785825,4600,2305.447096,0.501184151,10/13/13,,5/30/14,<30DPD,<30DPD
C752438,A189993,revolving,Rhyme,individual,0.084911378,3700,2705.783592,0.731292863,9/23/12,,5/29/14,<30DPD,<30DPD
C752438,A449308,revolving,ABC Bank,joint,0.088221612,1800,1246.417933,0.692454407,7/30/12,,5/30/14,60-90DPD,60-90DPD
C752508,A39603,revolving,Rhyme,individual,0.086115301,4400,4082.592777,0.927861995,12/26/12,,5/31/14,<30DPD,<30DPD
C752508,A584419,revolving,Uprise,joint,0.091376785,4200,2560.820647,0.609719202,2/28/13,,5/30/14,<30DPD,<30DPD
C752508,A928880,revolving,ABC Bank,individual,0.089144923,1600,572.2341145,0.357646322,3/25/14,,5/29/14,<30DPD,<30DPD
C752638,A653532,revolving,ABC Bank,individual,0.093660471,4600,4370,0.95,3/26/14,,5/31/14,<30DPD,<30DPD
C752638,A366023,revolving,Cooperative Capital,individual,0.089807776,2200,798.5577815,0.36298081,5/13/14,,5/31/14,<30DPD,<30DPD
C752676,A640203,mortgage,Bank of XYZ,individual,0.060612029,,,,5/20/10,,5/29/14,<30DPD,<30DPD
C752676,A677036,revolving,Uprise,individual,0.091431072,5900,1877.881816,0.318285054,12/5/13,,5/30/14,<30DPD,<30DPD
C752827,A124666,revolving,Lord_P2P,individual,0.095707388,4300,1353.460232,0.314758194,11/18/13,,5/29/14,<30DPD,<30DPD
C752827,A442418,revolving,Bank of XYZ,individual,0.086692758,2000,619.0867772,0.309543389,6/1/13,,5/31/14,<30DPD,<30DPD
C752827,A409913,revolving,Cooperative Capital,individual,0.095911054,7600,4545.331884,0.598069985,10/22/12,,5/30/14,<30DPD,<30DPD
C752827,A933943,revolving,Lord_P2P,individual,0.0924218,6700,4686.602196,0.699492865,4/24/13,,5/31/14,>90DPD,>90DPD
C752827,A262506,revolving,TrendingClub,individual,0.094371977,2000,1068.347423,0.534173711,8/11/13,,5/30/14,<30DPD,<30DPD
C752827,A816125,revolving,ABC Bank,individual,0.09444304,4400,2227.132972,0.506166585,4/30/14,,5/31/14,30-60DPD,30-60DPD
C752970,A419341,revolving,ABC Bank,individual,0.087055752,3000,1282.718275,0.427572758,12/22/12,,5/31/14,<30DPD,<30DPD
C753016,A424586,revolving,Cooperative Capital,joint,0.085503342,6400,4137.351161,0.646461119,9/4/12,,5/30/14,<30DPD,<30DPD
C753016,A530905,revolving,TrendingClub,individual,0.092790553,6000,2014.100639,0.33568344,9/17/12,,5/29/14,<30DPD,<30DPD
C753016,A948469,revolving,ABC Bank,joint,0.091815031,5300,2108.037232,0.397742874,5/17/13,,5/31/14,<30DPD,<30DPD
C753025,A854874,revolving,Uprise,joint,0.087148793,1300,849.8221986,0.653709384,1/10/14,,5/31/14,<30DPD,<30DPD
C753025,A398293,instalment,Bank of XYZ,individual,0.08046835,,,,10/13/12,,5/30/14,>90DPD,>90DPD
C753025,A986505,revolving,ABC Bank,individual,0.089165419,6700,2658.260009,0.396755225,10/12/13,,5/29/14,<30DPD,<30DPD
C753025,A345688,instalment,Bank of XYZ,individual,0.077975163,,,,6/29/13,,5/30/14,<30DPD,<30DPD
C753025,A130001,revolving,Cooperative Capital,individual,0.087668372,2600,1431.495243,0.550575094,12/3/13,,5/29/14,<30DPD,<30DPD
C753025,A601610,revolving,ABC Bank,individual,0.084664804,,,,7/4/12,3/28/14,5/31/14,,<30DPD
C753096,A885767,instalment,Rhyme,individual,0.080260347,,,,3/5/13,,5/31/14,<30DPD,<30DPD
C753096,A346804,revolving,Rhyme,individual,0.091029557,1000,698.5102,0.6985102,10/19/12,,5/30/14,<30DPD,<30DPD
C753096,A925602,revolving,ABC Bank,individual,0.089690342,2400,1292.474792,0.538531164,11/26/13,,5/30/14,<30DPD,60-90DPD
C753096,A735197,mortgage,ABC Bank,individual,0.059123233,,,,2/17/12,,5/29/14,<30DPD,<30DPD
C753114,A65378,revolving,Uprise,individual,0.085731955,3000,1278.535098,0.426178366,9/9/13,,5/29/14,<30DPD,<30DPD
C753114,A82167,revolving,TrendingClub,joint,0.100855416,4800,2193.91912,0.457066483,11/6/13,,5/30/14,30-60DPD,30-60DPD
C753114,A301205,mortgage,ABC Bank,individual,0.061008773,,,,2/6/10,,5/31/14,<30DPD,<30DPD
C753114,A139262,revolving,TrendingClub,individual,0.088082094,4500,2640.423875,0.586760861,8/18/13,,5/29/14,>90DPD,>90DPD
C753265,A147032,revolving,Bank of XYZ,individual,0.08963023,2600,0,0,7/24/13,,5/30/14,<30DPD,<30DPD
C753265,A22731,revolving,Lord_P2P,individual,0.088824778,6600,1013.513477,0.153562648,12/31/13,,5/29/14,<30DPD,<30DPD
C753265,A448293,revolving,TrendingClub,individual,0.094074532,6500,1136.935405,0.174913139,7/5/13,,5/29/14,<30DPD,<30DPD
C753272,A698014,revolving,TrendingClub,individual,0.091418088,1700,669.1860779,0.393638869,9/11/12,,5/29/14,<30DPD,60-90DPD
C753272,A304922,instalment,ABC Bank,individual,0.080578877,,,,2/28/14,,5/30/14,<30DPD,<30DPD
C753272,A144518,revolving,TrendingClub,individual,0.088945265,2200,1272.526268,0.578421031,8/12/12,,5/30/14,<30DPD,<30DPD
C753625,A807685,instalment,Uprise,individual,0.078430734,,,,8/26/12,,5/29/14,<30DPD,<30DPD
C753625,A860499,revolving,ABC Bank,individual,0.088881196,2200,1771.000428,0.805000195,8/10/12,,5/31/14,<30DPD,<30DPD
C753625,A264059,instalment,Bank of XYZ,individual,0.082628494,,,,6/22/13,,5/31/14,<30DPD,<30DPD
C753625,A825227,revolving,ABC Bank,individual,0.090051699,2200,1958.617279,0.890280582,1/12/13,,5/29/14,<30DPD,<30DPD
C753625,A589632,revolving,Bank of XYZ,joint,0.095021101,3200,1932.145319,0.603795412,12/19/12,,5/30/14,<30DPD,>90DPD
C753625,A758023,revolving,Bank of XYZ,individual,0.094493997,4600,2897.203104,0.629826762,5/1/14,,5/30/14,>90DPD,>90DPD
C753666,A823137,revolving,Bank of XYZ,individual,0.088968883,7800,4321.452019,0.55403231,4/20/14,,5/29/14,<30DPD,<30DPD
C753781,A58441,revolving,Rhyme,individual,0.085116292,5400,3295.911374,0.610353958,8/12/12,,5/30/14,60-90DPD,60-90DPD
C753781,A743027,revolving,Uprise,individual,0.085868254,1100,890.3979288,0.809452663,6/2/12,,5/30/14,<30DPD,<30DPD
C753781,A798114,revolving,Rhyme,joint,0.094071781,6400,1193.146586,0.186429154,6/30/13,,5/29/14,<30DPD,30-60DPD
C753781,A653003,mortgage,TrendingClub,individual,0.060463416,,,,7/12/06,,5/29/14,<30DPD,<30DPD
C753934,A111977,revolving,Cooperative Capital,individual,0.091349713,5500,1548.935282,0.281624597,4/3/14,,5/31/14,<30DPD,>90DPD
C753934,A963243,revolving,Bank of XYZ,joint,0.095144169,1900,912.7820928,0.480411628,4/6/13,,5/31/14,<30DPD,<30DPD
C753934,A96737,instalment,Bank of XYZ,individual,0.082391448,,,,4/26/13,,5/31/14,<30DPD,<30DPD
C753934,A799984,revolving,TrendingClub,individual,0.08628492,7600,7220,0.95,12/18/12,,5/30/14,>90DPD,>90DPD
C753964,A945862,revolving,Rhyme,individual,0.089992075,6200,1120.678007,0.180754517,5/21/13,,5/31/14,<30DPD,<30DPD
C754006,A571862,revolving,Rhyme,individual,0.09104562,2100,424.0922813,0.201948705,10/20/12,,5/29/14,>90DPD,>90DPD
C754006,A646756,revolving,ABC Bank,individual,0.094696309,7600,3150.364214,0.414521607,7/22/12,,5/31/14,<30DPD,<30DPD
C754154,A545122,revolving,Cooperative Capital,individual,0.090796365,2300,1761.706905,0.765959524,4/21/13,,5/31/14,<30DPD,<30DPD
C754154,A576879,revolving,ABC Bank,individual,0.089276091,5800,2779.605686,0.47924236,7/10/12,,5/31/14,60-90DPD,60-90DPD
C754154,A712304,revolving,Lord_P2P,individual,0.087710095,2500,1147.997275,0.45919891,6/15/12,,5/30/14,<30DPD,30-60DPD
C754154,A372258,revolving,TrendingClub,joint,0.089586275,2400,1464.145602,0.610060667,6/1/13,,5/30/14,60-90DPD,>90DPD
C754218,A44202,revolving,Cooperative Capital,joint,0.087878778,3500,1532.04934,0.437728383,1/20/13,,5/29/14,<30DPD,<30DPD
C754218,A887652,mortgage,ABC Bank,individual,0.060722758,,,,8/16/12,,5/29/14,<30DPD,<30DPD
C754218,A28696,revolving,Bank of XYZ,individual,0.087740995,4100,2975.612827,0.725759226,10/27/12,,5/31/14,<30DPD,<30DPD
C754218,A292642,revolving,Bank of XYZ,individual,0.085492455,5900,0,0,3/17/14,,5/31/14,<30DPD,<30DPD
C754218,A899699,revolving,Bank of XYZ,individual,0.095375135,3500,2767.847216,0.79081349,3/26/13,,5/29/14,<30DPD,<30DPD
C754218,A178183,revolving,TrendingClub,individual,0.08729546,5300,1525.107026,0.287756043,11/20/12,,5/30/14,<30DPD,<30DPD
C754226,A901917,mortgage,ABC Bank,individual,0.061018664,,,,1/29/06,,5/30/14,<30DPD,<30DPD
C754226,A962049,revolving,Bank of XYZ,individual,0.090176782,5300,4743.926418,0.895080456,7/18/13,,5/29/14,<30DPD,<30DPD
C754273,A935778,revolving,Bank of XYZ,individual,0.089187694,6800,6460,0.95,4/3/14,,5/30/14,<30DPD,<30DPD
C754273,A808119,revolving,ABC Bank,individual,0.085802288,6100,3708.896628,0.608015841,3/19/13,,5/30/14,<30DPD,<30DPD
C754273,A453144,mortgage,Bank of XYZ,individual,0.060281776,,,,3/31/14,,5/29/14,60-90DPD,60-90DPD
C754273,A204613,mortgage,Bank of XYZ,individual,0.061683856,,,,2/10/05,,5/31/14,<30DPD,<30DPD
C754305,A973411,mortgage,ABC Bank,individual,0.05940026,,,,1/4/05,,5/31/14,<30DPD,<30DPD
C754305,A468275,revolving,ABC Bank,individual,0.085589044,1600,1211.447473,0.757154671,1/23/13,,5/31/14,<30DPD,<30DPD
C754305,A723234,revolving,TrendingClub,individual,0.093297178,6600,4218.638073,0.639187587,10/16/13,,5/31/14,60-90DPD,60-90DPD
C754343,A633685,instalment,ABC Bank,individual,0.078781877,,,,4/17/13,3/6/14,5/30/14,,<30DPD
C754343,A167393,mortgage,Cooperative Capital,joint,0.059871412,,,,5/4/05,,5/30/14,<30DPD,<30DPD
C754343,A319093,revolving,Cooperative Capital,individual,0.078037329,3400,1273.235304,0.374480972,5/26/13,,5/29/14,<30DPD,<30DPD
C754343,A956282,revolving,Bank of XYZ,individual,0.092397865,7700,3524.737816,0.457758158,4/19/14,,5/29/14,<30DPD,<30DPD
C754344,A164684,revolving,TrendingClub,individual,0.089801817,2600,0,0,4/22/13,,5/31/14,<30DPD,<30DPD
C754344,A747553,revolving,Cooperative Capital,individual,0.089068122,4800,1338.277668,0.278807848,8/20/13,,5/30/14,60-90DPD,60-90DPD
C754344,A582156,revolving,Rhyme,individual,0.087584158,5700,3440.64109,0.603621244,1/26/13,,5/31/14,<30DPD,<30DPD
C754344,A948597,revolving,ABC Bank,individual,0.091156963,6800,4869.647014,0.716124561,4/5/13,,5/30/14,<30DPD,<30DPD
C754344,A106115,mortgage,Bank of XYZ,individual,0.061477605,,,,4/2/11,,5/31/14,>90DPD,>90DPD
C754571,A844274,revolving,ABC Bank,individual,0.093515787,5500,0,0,9/5/12,,5/29/14,<30DPD,30-60DPD
C754571,A407491,revolving,Uprise,individual,0.091581682,,,,3/18/13,6/8/13,5/30/14,,
C754571,A231099,revolving,ABC Bank,individual,0.088895536,1900,912.9908535,0.480521502,1/20/14,,5/29/14,<30DPD,<30DPD
C754662,A144206,revolving,ABC Bank,individual,0.088388267,6600,2057.400622,0.311727367,11/20/12,,5/29/14,<30DPD,<30DPD
C754662,A888110,revolving,ABC Bank,individual,0.085440758,6800,695.2001411,0.102235315,1/14/14,,5/29/14,<30DPD,<30DPD
C754667,A769544,revolving,Bank of XYZ,individual,0.090669789,4200,1193.668602,0.28420681,12/23/12,,5/31/14,30-60DPD,30-60DPD
C754667,A671084,instalment,ABC Bank,joint,0.078709157,,,,6/23/13,,5/31/14,<30DPD,60-90DPD
C754667,A45817,revolving,ABC Bank,joint,0.09578445,4700,2372.957789,0.504884636,2/21/13,,5/29/14,30-60DPD,30-60DPD
C754681,A47546,revolving,Lord_P2P,individual,0.091504726,4100,2654.754332,0.647501057,10/31/13,,5/30/14,<30DPD,<30DPD
C754681,A17224,revolving,ABC Bank,individual,0.089483202,6500,893.9098235,0.137524588,10/1/13,,5/29/14,<30DPD,<30DPD
C754701,A12050,revolving,Rhyme,individual,0.093974738,1500,563.3233964,0.375548931,12/6/13,,5/29/14,60-90DPD,60-90DPD
C754701,A159185,revolving,ABC Bank,individual,0.090007702,1700,1264.895033,0.744055902,11/5/13,,5/29/14,60-90DPD,60-90DPD
C754701,A82389,revolving,Uprise,individual,0.084070981,3100,669.2698099,0.215893487,11/28/13,,5/29/14,<30DPD,<30DPD
C754740,A917008,instalment,Rhyme,individual,0.08068411,,,,4/22/14,,5/31/14,<30DPD,<30DPD
C754773,A758076,mortgage,Cooperative Capital,individual,0.059414138,,,,7/28/09,,5/29/14,>90DPD,>90DPD
C754773,A964493,revolving,Bank of XYZ,individual,0.090254942,5700,2114.528987,0.370969998,12/6/13,,5/29/14,30-60DPD,60-90DPD
C754773,A848116,instalment,ABC Bank,individual,0.0763177,,,,4/26/13,,5/29/14,<30DPD,<30DPD
C754773,A228170,revolving,TrendingClub,individual,0.088018947,1200,593.8835529,0.494902961,10/22/12,,5/29/14,<30DPD,<30DPD
C754773,A52003,instalment,Rhyme,individual,0.078635113,,,,7/11/12,5/10/14,5/29/14,,<30DPD
C754826,A217572,revolving,ABC Bank,individual,0.093721825,1100,341.8213974,0.310746725,8/30/13,,5/31/14,<30DPD,<30DPD
C754826,A200950,revolving,ABC Bank,individual,0.089213488,2900,721.7565551,0.248881571,10/29/12,,5/29/14,30-60DPD,30-60DPD
C754826,A285280,revolving,ABC Bank,individual,0.095145677,5900,0,0,2/20/14,,5/31/14,<30DPD,<30DPD
C754927,A946291,revolving,ABC Bank,individual,0.093023204,1900,1805,0.95,2/4/14,,5/31/14,<30DPD,<30DPD
C754927,A632817,revolving,Rhyme,individual,0.095273967,7700,5105.801342,0.663091083,8/16/12,,5/30/14,<30DPD,<30DPD
C754998,A87335,instalment,TrendingClub,joint,0.080039321,,,,11/6/13,,5/31/14,<30DPD,<30DPD
C754998,A372666,mortgage,Bank of XYZ,individual,0.060495196,,,,8/15/13,,5/30/14,60-90DPD,>90DPD
C754998,A179693,mortgage,Bank of XYZ,joint,0.06044101,,,,12/3/06,,5/30/14,<30DPD,<30DPD
C754998,A348346,revolving,Uprise,individual,0.092227124,3300,3135,0.95,8/5/13,,5/30/14,<30DPD,<30DPD
C755168,A31139,revolving,Cooperative Capital,individual,0.088493649,6200,2387.096606,0.385015582,7/11/13,,5/31/14,<30DPD,<30DPD
C755226,A280515,mortgage,ABC Bank,individual,0.058501024,,,,2/5/09,,5/29/14,60-90DPD,60-90DPD
C755226,A82701,revolving,Bank of XYZ,individual,0.093622719,5400,4888.600585,0.905296405,9/30/12,,5/29/14,<30DPD,<30DPD
C755226,A941290,revolving,Cooperative Capital,individual,0.090395956,7200,3388.936596,0.470685638,1/23/13,,5/29/14,30-60DPD,30-60DPD
C755226,A598129,revolving,Bank of XYZ,joint,0.09552575,3300,697.4690129,0.211354246,6/8/12,,5/31/14,<30DPD,<30DPD
C755226,A922140,revolving,Rhyme,joint,0.097383445,7900,2831.511841,0.35841922,7/11/12,,5/30/14,<30DPD,<30DPD
C755274,A193656,revolving,Lord_P2P,individual,0.088236153,4200,2524.007262,0.60095411,8/4/13,,5/30/14,<30DPD,<30DPD
