CustID,app_date,is_bad,annual_income,residential_status,loan_purpose
C906913,7/31/14,0,38900,mortgage,debt_consolidation
C906997,7/8/14,0,14700,rent,business
C907155,8/1/14,0,57700,house_owner,personal loan
C907167,9/12/14,0,58500,house_owner,business
C907336,7/2/14,0,104200,rent,auto
C907438,7/21/14,0,51000,rent,education
C907448,7/7/14,0,85800,mortgage,business
C907647,9/27/14,0,89800,mortgage,personal loan
C907711,9/4/14,0,21000,rent,debt_consolidation
C907747,9/27/14,0,81300,rent,auto
C907963,9/11/14,0,33800,mortgage,personal loan
C908159,9/9/14,0,28500,rent,auto
C908165,8/11/14,0,99700,mortgage,personal loan
C908616,7/12/14,0,34100,rent,auto
C908645,8/7/14,0,88200,rent,business
C908684,8/6/14,0,11200,house_owner,personal loan
C908768,9/2/14,0,64900,house_owner,debt_consolidation
C908849,9/11/14,0,33900,house_owner,personal loan
C909035,8/12/14,0,60300,house_owner,personal loan
C909070,7/10/14,0,7100,rent,personal loan
C909252,7/9/14,0,114900,mortgage,personal loan
C909333,7/14/14,0,24100,rent,personal loan
C909459,8/31/14,0,107300,rent,business
C909481,7/7/14,0,8000,rent,personal loan
C909586,8/26/14,0,50500,house_owner,education
C909595,9/19/14,0,108800,rent,business
C909741,8/27/14,0,46700,rent,personal loan
C909859,8/16/14,0,66800,rent,personal loan
C909913,7/11/14,0,9000,rent,business
C910066,9/13/14,1,40600,rent,education
C910077,9/9/14,0,44800,rent,auto
C910090,7/30/14,0,30500,rent,auto
C910122,7/8/14,0,11900,rent,debt_consolidation
C910154,8/23/14,0,65500,house_owner,personal loan
C910196,9/7/14,0,38000,mortgage,auto
C910305,8/3/14,0,14200,rent,auto
C910371,9/7/14,0,36000,mortgage,business
C910551,8/10/14,0,29900,rent,business
C910583,8/26/14,0,66100,house_owner,debt_consolidation
C910606,8/17/14,0,115100,house_owner,debt_consolidation
C910648,7/12/14,0,56600,house_owner,auto
C910774,8/11/14,0,81800,house_owner,personal loan
C910885,9/12/14,0,7600,rent,debt_consolidation
C911032,9/13/14,0,13000,rent,personal loan
C911204,8/24/14,0,64200,rent,auto
C911274,8/11/14,0,82900,mortgage,auto
C911347,9/27/14,0,55600,house_owner,personal loan
C911458,7/21/14,0,27100,rent,personal loan
C911566,9/9/14,1,92500,house_owner,business
C911726,9/14/14,0,31100,rent,personal loan
C911944,7/6/14,1,26600,rent,debt_consolidation
C911988,9/10/14,0,27000,rent,debt_consolidation
C912063,9/15/14,0,13100,rent,debt_consolidation
C912092,8/22/14,0,105000,rent,business
C912137,8/9/14,0,30200,house_owner,debt_consolidation
C912222,9/22/14,0,130400,rent,debt_consolidation
C912330,9/12/14,0,186100,rent,personal loan
C912426,7/31/14,0,49000,mortgage,debt_consolidation
C912471,8/1/14,0,47000,rent,auto
C912611,9/28/14,0,18100,mortgage,education
C912638,9/21/14,0,66500,mortgage,personal loan
C912651,9/19/14,0,76700,house_owner,business
C912711,8/18/14,1,60600,rent,auto
C912828,9/13/14,0,239500,mortgage,debt_consolidation
C912966,8/3/14,0,27700,rent,auto
C912985,9/28/14,0,120300,rent,personal loan
C913072,9/25/14,0,85700,mortgage,auto
C913260,8/6/14,0,97200,rent,personal loan
C913346,9/12/14,0,26100,rent,personal loan
C913385,9/28/14,0,114900,rent,personal loan
C913569,9/7/14,0,20700,mortgage,business
C913595,9/10/14,0,179400,rent,auto
C913691,8/18/14,1,157500,house_owner,personal loan
C913715,8/16/14,0,184200,house_owner,business
C913753,7/12/14,0,56300,mortgage,education
C913810,9/11/14,0,52300,house_owner,debt_consolidation
C913835,9/23/14,0,150000,rent,auto
C913849,8/17/14,0,43400,house_owner,personal loan
C914011,8/31/14,1,39200,mortgage,business
C914127,9/10/14,0,83500,mortgage,business
C914247,8/7/14,0,65900,mortgage,business
C914363,7/15/14,0,38000,rent,debt_consolidation
C914388,7/10/14,0,32700,rent,personal loan
C914390,7/14/14,0,51800,mortgage,debt_consolidation
C914402,9/16/14,0,14000,rent,auto
C914484,7/4/14,0,79000,mortgage,personal loan
C914759,9/14/14,0,67300,mortgage,business
C914790,7/31/14,1,14800,rent,education
C915051,8/16/14,0,118000,mortgage,personal loan
C915061,7/28/14,0,29000,rent,debt_consolidation
C915116,7/26/14,0,46500,mortgage,personal loan
C915141,7/30/14,0,24700,rent,personal loan
C915162,7/7/14,0,89500,mortgage,business
C915232,9/12/14,0,69300,rent,personal loan
C915335,8/6/14,0,3700,rent,business
C915413,8/1/14,0,56400,rent,personal loan
C915484,9/17/14,0,32800,rent,personal loan
C915553,9/24/14,0,83600,rent,personal loan
C915563,9/21/14,0,37000,rent,business
C915663,9/22/14,0,97800,mortgage,personal loan
C915712,9/12/14,0,70600,rent,education
C915730,9/3/14,0,77800,house_owner,business
C915758,9/17/14,0,39800,mortgage,personal loan
C915826,8/2/14,0,44700,rent,personal loan
C915879,9/15/14,0,25700,house_owner,business
C916006,8/1/14,0,4000,rent,auto
C916058,9/17/14,0,26400,rent,education
C916075,8/22/14,0,42900,mortgage,debt_consolidation
C916103,9/19/14,0,68300,rent,auto
C916113,8/3/14,0,22100,house_owner,personal loan
C916285,7/18/14,0,39400,rent,personal loan
C916411,9/21/14,0,65500,rent,debt_consolidation
C916681,7/9/14,0,14800,rent,debt_consolidation
C916745,7/26/14,0,35500,rent,debt_consolidation
C916760,9/12/14,0,11700,rent,debt_consolidation
C916777,7/25/14,0,13800,rent,debt_consolidation
C916786,8/29/14,0,14300,rent,personal loan
C916863,9/12/14,1,40700,rent,auto
C916866,8/10/14,0,43800,rent,business
C916956,7/2/14,0,28900,rent,auto
C917166,8/8/14,0,97000,house_owner,personal loan
C917231,8/14/14,0,52300,rent,business
C917317,8/28/14,0,36400,mortgage,business
C917326,9/26/14,1,71400,rent,auto
C917452,9/18/14,0,76900,house_owner,debt_consolidation
C917681,7/18/14,0,50100,rent,personal loan
C917753,9/26/14,0,41700,rent,business
C917835,9/23/14,0,52000,house_owner,debt_consolidation
C917859,7/20/14,0,50900,house_owner,personal loan
C917891,8/25/14,0,36700,rent,personal loan
C918067,8/29/14,0,31600,rent,personal loan
C918150,9/28/14,0,85100,mortgage,personal loan
C918303,9/8/14,0,39500,rent,personal loan
C918306,9/21/14,0,91400,rent,personal loan
C918518,7/29/14,0,55200,mortgage,auto
C918649,9/15/14,0,40400,mortgage,personal loan
C918722,7/4/14,0,39200,house_owner,business
C918819,8/21/14,0,127300,mortgage,personal loan
C918971,9/1/14,0,43900,house_owner,business
C918975,8/29/14,0,77300,mortgage,business
C919050,8/31/14,0,30500,rent,auto
C919072,7/23/14,0,46100,mortgage,debt_consolidation
C919125,8/21/14,0,56400,mortgage,auto
C919128,9/7/14,0,64400,mortgage,personal loan
C919165,8/21/14,0,22500,rent,personal loan
C919210,9/15/14,0,14100,rent,auto
C919305,7/11/14,0,20000,mortgage,personal loan
C919355,7/3/14,0,33900,house_owner,personal loan
C919477,9/23/14,0,42200,house_owner,education
C919685,9/9/14,0,129700,house_owner,personal loan
C919890,7/31/14,0,30400,mortgage,personal loan
C919928,7/13/14,0,85500,house_owner,business
C920032,8/9/14,0,53700,rent,auto
C920108,7/22/14,0,73400,house_owner,business
C920135,9/13/14,0,89400,rent,business
C920221,7/21/14,0,15800,house_owner,personal loan
C920305,8/12/14,0,22300,rent,education
C920384,8/10/14,0,74400,rent,personal loan
C920409,7/29/14,0,49200,rent,business
C920565,7/15/14,0,17900,mortgage,business
C920830,8/6/14,0,121600,house_owner,business
C920851,7/14/14,0,31700,rent,personal loan
C920852,8/29/14,0,58400,mortgage,education
C921065,9/7/14,0,1400,rent,business
C921199,8/19/14,0,69700,rent,debt_consolidation
C921218,7/29/14,1,47200,rent,auto
C921320,8/20/14,0,22400,house_owner,auto
C921395,7/3/14,1,17800,rent,personal loan
C921406,8/13/14,0,34800,rent,business
C921603,8/22/14,1,179700,house_owner,business
C921676,7/3/14,0,22200,rent,education
C921690,9/5/14,0,106200,mortgage,personal loan
C921707,9/27/14,0,57200,house_owner,personal loan
C921890,8/26/14,0,24400,rent,debt_consolidation
C921891,9/24/14,0,28600,mortgage,personal loan
C921900,7/23/14,0,51800,mortgage,auto
C921950,7/8/14,0,65200,rent,business
C921959,8/3/14,0,54900,house_owner,personal loan
C922192,7/7/14,0,5000,rent,auto
C922304,7/5/14,1,36600,rent,personal loan
C922368,7/22/14,0,50000,mortgage,personal loan
C922386,9/8/14,0,82100,mortgage,personal loan
C922422,8/26/14,0,10700,rent,personal loan
C922464,8/8/14,0,15700,mortgage,debt_consolidation
C922538,8/16/14,0,47500,mortgage,personal loan
C922573,9/13/14,0,31700,mortgage,personal loan
C922577,9/7/14,0,98700,rent,business
C922721,9/23/14,0,66600,mortgage,personal loan
C922968,9/23/14,0,22000,rent,education
C923002,8/6/14,0,12800,mortgage,personal loan
C923090,7/4/14,0,16400,rent,personal loan
C923204,7/9/14,0,43500,mortgage,auto
C923233,7/12/14,1,34700,rent,auto
C923379,9/8/14,0,150300,mortgage,debt_consolidation
C923388,7/8/14,0,45600,rent,personal loan
C923428,8/16/14,1,22300,rent,business
C923609,9/8/14,1,51700,rent,personal loan
C923655,8/24/14,0,14000,mortgage,business
C923695,9/22/14,0,14700,rent,education
C923864,7/31/14,0,76000,mortgage,personal loan
C923878,7/25/14,1,31000,mortgage,auto
C923939,8/16/14,0,99500,rent,business
C923976,7/12/14,0,91200,mortgage,business
C924054,9/15/14,0,100800,rent,business
C924096,8/13/14,0,127600,rent,personal loan
C924211,7/16/14,0,5700,mortgage,personal loan
C924435,9/8/14,0,32500,rent,personal loan
C924512,8/10/14,0,3100,rent,personal loan
C924610,9/19/14,0,17800,rent,business
C924655,7/17/14,0,25700,rent,debt_consolidation
C924684,8/16/14,0,66200,house_owner,personal loan
C925051,9/24/14,0,47200,house_owner,auto
C925093,9/10/14,0,55600,mortgage,education
C925140,9/16/14,0,25600,house_owner,personal loan
C925158,8/13/14,0,74600,house_owner,personal loan
C925354,7/19/14,0,84200,house_owner,personal loan
C925484,9/28/14,0,29300,house_owner,business
C925542,7/17/14,0,22700,rent,debt_consolidation
C925679,9/18/14,0,80100,house_owner,debt_consolidation
C925701,8/15/14,0,43200,rent,personal loan
C925719,7/23/14,1,22500,rent,personal loan
C925867,7/17/14,1,130400,mortgage,debt_consolidation
C925924,7/16/14,0,59700,rent,debt_consolidation
C926120,9/11/14,0,48700,house_owner,business
C926158,7/22/14,0,102700,mortgage,debt_consolidation
C926289,8/15/14,0,30200,rent,auto
C926329,9/8/14,0,38900,rent,business
C926332,8/10/14,0,22600,rent,personal loan
C926413,7/24/14,0,29800,house_owner,personal loan
C926457,8/11/14,0,23000,rent,personal loan
C926512,9/23/14,0,10600,house_owner,personal loan
C926550,9/18/14,0,74800,mortgage,auto
C926693,8/17/14,0,52400,house_owner,auto
C926812,7/28/14,1,37300,rent,auto
C927121,7/6/14,0,44600,rent,personal loan
C927247,7/17/14,0,146200,rent,business
C927394,8/24/14,0,87500,mortgage,debt_consolidation
C927503,7/14/14,0,50900,mortgage,personal loan
C927885,7/18/14,0,46200,mortgage,business
C927918,9/22/14,0,52300,mortgage,debt_consolidation
C927954,7/22/14,0,84600,mortgage,debt_consolidation
C927957,7/19/14,0,57000,mortgage,business
C928101,9/20/14,0,5000,rent,personal loan
C928227,9/28/14,0,53700,house_owner,business
C928489,8/22/14,0,65200,rent,auto
C928504,7/6/14,0,13800,rent,auto
C928731,7/23/14,0,55000,mortgage,personal loan
C928882,9/22/14,0,19700,rent,personal loan
C928993,7/19/14,0,114400,mortgage,personal loan
C929001,9/11/14,0,16300,rent,business
C929065,8/11/14,0,35900,rent,personal loan
C929310,8/11/14,0,42000,rent,personal loan
C929343,9/18/14,0,63200,mortgage,personal loan
C929869,7/14/14,0,188000,house_owner,personal loan
C929924,9/18/14,0,128000,house_owner,education
C929966,8/14/14,0,86700,house_owner,education
C930004,8/4/14,0,94800,mortgage,debt_consolidation
C930012,7/6/14,0,55500,rent,personal loan
C930331,7/1/14,0,78800,mortgage,auto
C930338,8/11/14,0,40800,rent,debt_consolidation
C930488,7/27/14,0,34200,rent,personal loan
C930574,8/25/14,0,69900,rent,business
C930678,7/3/14,0,45300,rent,business
C930722,9/21/14,0,103600,rent,personal loan
C930776,9/11/14,0,44200,rent,personal loan
C930826,8/17/14,0,60200,rent,personal loan
C930915,8/10/14,0,11200,rent,auto
C931084,9/3/14,0,38600,house_owner,debt_consolidation
C931115,8/26/14,0,71800,house_owner,debt_consolidation
C931277,7/18/14,0,20000,mortgage,debt_consolidation
C931457,8/28/14,1,27900,rent,business
C931495,7/3/14,0,17700,mortgage,business
C931518,9/17/14,1,27300,rent,auto
C931543,9/23/14,0,28800,rent,business
C931947,8/8/14,0,27800,rent,personal loan
C932033,8/19/14,0,160600,house_owner,personal loan
C932063,8/1/14,0,25700,rent,personal loan
C932109,8/2/14,0,74200,mortgage,business
C932127,8/4/14,0,59400,rent,business
C932147,7/16/14,0,81700,rent,education
C932329,7/2/14,0,10700,house_owner,personal loan
C932544,8/16/14,0,24600,mortgage,personal loan
C932566,7/11/14,0,66200,mortgage,personal loan
C932627,7/17/14,0,33200,mortgage,education
C932662,8/9/14,0,43000,mortgage,auto
C932771,9/25/14,1,4400,house_owner,business
C932957,7/10/14,0,18300,house_owner,education
C933040,9/23/14,1,53200,mortgage,business
C933154,9/21/14,0,36000,mortgage,personal loan
C933213,9/28/14,0,72800,mortgage,debt_consolidation
C933349,7/1/14,0,5400,rent,debt_consolidation
C933366,7/28/14,0,43400,rent,auto
C933468,8/22/14,0,60000,house_owner,auto
C933493,9/19/14,0,28100,rent,debt_consolidation
C933529,9/22/14,0,51300,mortgage,personal loan
C933684,7/6/14,0,65700,mortgage,personal loan
C933704,8/15/14,0,10300,house_owner,business
C933811,8/30/14,0,35700,rent,personal loan
C933820,9/15/14,0,67500,house_owner,debt_consolidation
C933834,9/12/14,0,76900,mortgage,business
C933889,9/22/14,0,120300,mortgage,auto
C933907,8/3/14,0,79100,rent,business
C933975,8/14/14,0,56500,mortgage,personal loan
C933979,8/8/14,0,31800,mortgage,business
C933980,7/16/14,0,14100,mortgage,personal loan
C934019,7/10/14,0,56900,rent,education
C934136,9/28/14,0,45100,rent,auto
C934180,9/9/14,0,54600,rent,debt_consolidation
C934256,8/5/14,0,14700,house_owner,education
C934262,7/20/14,0,58100,mortgage,personal loan
C934313,8/16/14,0,195300,mortgage,auto
C934506,7/14/14,0,28700,house_owner,debt_consolidation
C934579,9/2/14,0,57800,house_owner,business
C934644,8/10/14,0,37300,mortgage,business
C934692,8/11/14,0,11700,rent,debt_consolidation
C934748,8/31/14,0,41200,rent,education
C934886,8/6/14,0,32200,rent,personal loan
C934979,9/13/14,0,24500,rent,personal loan
C935202,8/4/14,0,115600,mortgage,personal loan
C935465,9/21/14,0,62100,mortgage,education
C935617,8/24/14,0,3300,mortgage,personal loan
C935736,8/5/14,0,107500,mortgage,personal loan
C935800,8/18/14,0,30400,rent,business
C935909,8/13/14,0,50800,mortgage,personal loan
C935923,7/21/14,1,26600,rent,auto
C936037,9/17/14,0,1500,rent,personal loan
C936043,8/25/14,0,83100,mortgage,personal loan
C936075,7/13/14,0,34500,mortgage,business
C936281,8/29/14,1,45300,mortgage,business
C936310,7/6/14,0,47700,rent,education
C936367,9/14/14,0,82800,rent,business
C936545,8/25/14,1,44400,house_owner,business
C936591,9/13/14,0,22300,rent,personal loan
C936882,8/4/14,0,25200,rent,education
C936939,7/30/14,0,51200,mortgage,education
C936950,7/22/14,0,4500,rent,personal loan
C937018,8/29/14,0,21400,mortgage,auto
C937037,9/11/14,0,84400,mortgage,personal loan
C937405,7/23/14,0,68200,rent,business
C937465,9/17/14,0,8700,mortgage,personal loan
C937469,9/2/14,0,51300,rent,personal loan
C937549,8/6/14,0,116200,mortgage,personal loan
C937641,7/28/14,0,30700,house_owner,business
C937727,7/31/14,1,24100,mortgage,auto
C937746,7/27/14,0,150500,mortgage,debt_consolidation
C937832,7/30/14,0,30900,mortgage,education
C937861,7/14/14,0,40000,house_owner,business
C937956,7/17/14,0,18900,rent,personal loan
C937970,8/14/14,0,17600,house_owner,auto
C938000,7/29/14,0,26500,rent,business
C938012,9/9/14,0,32500,rent,business
C938119,9/11/14,0,32900,rent,business
C938310,9/6/14,0,72900,rent,personal loan
C938369,7/12/14,1,39800,mortgage,education
C938428,7/5/14,0,15500,rent,debt_consolidation
C938513,8/13/14,0,1000,rent,personal loan
C938605,9/26/14,0,28300,rent,personal loan
C938711,8/2/14,0,47600,rent,personal loan
C938765,8/9/14,0,43400,rent,education
C938767,9/25/14,0,46400,house_owner,business
C938783,8/23/14,0,12700,rent,business
C938954,8/1/14,0,53700,rent,education
C938983,7/5/14,0,112100,house_owner,personal loan
C939345,9/4/14,0,72000,mortgage,auto
C939370,8/5/14,0,79600,rent,business
C939516,9/21/14,0,27100,rent,auto
C939546,8/5/14,0,6800,mortgage,business
C939630,8/9/14,0,12300,rent,business
C939791,8/24/14,0,49100,mortgage,personal loan
C939860,9/18/14,0,15100,rent,personal loan
C939889,8/20/14,0,66400,mortgage,personal loan
C940223,8/18/14,1,25500,mortgage,debt_consolidation
C940248,8/17/14,0,12800,rent,auto
C940349,8/28/14,1,19800,house_owner,personal loan
C940350,9/28/14,0,28500,rent,personal loan
C940354,7/9/14,0,38900,rent,auto
C940392,7/7/14,0,26600,rent,personal loan
C940408,9/27/14,0,46500,house_owner,business
C940674,7/7/14,1,40800,rent,business
C940779,9/4/14,0,3300,rent,debt_consolidation
C940878,7/16/14,0,31000,rent,personal loan
C940900,7/19/14,0,1000,mortgage,personal loan
C940935,7/21/14,0,82300,mortgage,personal loan
C940980,8/4/14,0,23100,mortgage,business
C941002,8/5/14,0,86800,rent,debt_consolidation
C941170,9/9/14,0,44200,mortgage,personal loan
C941174,8/27/14,0,9600,rent,business
C941219,7/17/14,1,60100,rent,business
C941267,8/4/14,0,104200,house_owner,auto
C941317,7/8/14,0,58900,house_owner,personal loan
C941321,9/25/14,1,187400,rent,business
C941479,9/15/14,0,39000,rent,personal loan
C941488,8/26/14,0,35600,mortgage,auto
C941562,9/26/14,0,69100,rent,business
C941620,8/18/14,0,30100,rent,auto
C941948,8/11/14,0,55400,rent,auto
C942160,8/12/14,0,154000,mortgage,personal loan
C942276,8/26/14,0,53300,rent,business
C942299,7/13/14,0,139800,rent,business
C942394,9/24/14,0,13000,rent,business
C942438,7/29/14,0,20800,rent,business
C942586,8/22/14,1,58800,house_owner,debt_consolidation
C942644,7/24/14,0,27100,rent,business
C942735,7/21/14,1,56400,house_owner,business
C942750,8/5/14,0,62400,mortgage,business
C942867,7/4/14,0,57400,mortgage,personal loan
C943049,8/14/14,0,182800,mortgage,debt_consolidation
C943065,8/15/14,0,6500,rent,business
C943253,8/7/14,0,39700,rent,business
C943400,7/12/14,0,32300,rent,business
C943509,8/4/14,0,41500,rent,education
C943570,8/15/14,0,55300,house_owner,personal loan
C943675,8/16/14,0,12900,rent,auto
C943799,8/25/14,0,32800,house_owner,business
C944017,9/19/14,0,4800,rent,personal loan
C944090,9/17/14,0,86900,rent,personal loan
C944100,8/11/14,0,164800,mortgage,education
C944175,7/20/14,0,105600,mortgage,personal loan
C944217,8/30/14,0,17800,house_owner,business
C944265,8/4/14,0,50000,mortgage,education
C944532,8/25/14,0,56100,rent,personal loan
C944708,9/20/14,0,77700,mortgage,auto
C944766,8/27/14,0,47900,house_owner,personal loan
C944812,7/24/14,0,49400,house_owner,personal loan
C944846,7/22/14,0,110000,rent,personal loan
C944971,9/21/14,0,3500,rent,business
C944982,8/19/14,0,70600,mortgage,personal loan
C945027,7/22/14,0,28000,rent,auto
C945039,9/2/14,0,128100,rent,education
C945041,8/16/14,0,51400,house_owner,education
C945260,9/26/14,0,55200,rent,business
C945400,8/6/14,0,28900,rent,auto
C945530,8/27/14,0,35300,rent,business
C945566,9/18/14,0,37500,rent,business
C945574,9/23/14,0,37600,rent,debt_consolidation
C945600,8/21/14,0,25900,rent,personal loan
C945773,9/10/14,0,41600,rent,personal loan
C945815,7/2/14,0,28700,rent,debt_consolidation
C945828,8/21/14,0,32000,rent,education
C946171,7/15/14,0,33900,rent,personal loan
C946327,8/31/14,0,57900,rent,business
C946399,7/31/14,0,21300,rent,debt_consolidation
C946411,8/19/14,0,35800,rent,business
C946450,8/2/14,0,102900,rent,debt_consolidation
C946484,9/16/14,0,32300,mortgage,personal loan
C946492,7/20/14,0,93100,mortgage,personal loan
C946551,8/7/14,1,17900,rent,business
C946559,8/28/14,0,141100,mortgage,business
C946846,8/31/14,0,11600,rent,personal loan
C946949,8/29/14,0,19700,mortgage,education
C947192,7/6/14,0,45200,rent,personal loan
C947243,8/31/14,0,28100,rent,personal loan
C947247,7/14/14,0,54500,mortgage,auto
C947338,8/3/14,0,11400,rent,personal loan
C947410,8/3/14,0,18900,rent,business
C947511,9/13/14,0,97600,mortgage,personal loan
C947514,8/24/14,0,25400,rent,personal loan
C947617,8/19/14,0,16000,rent,business
C947670,9/9/14,1,8300,rent,business
C947674,7/15/14,0,14000,house_owner,business
C947715,7/27/14,0,47500,mortgage,business
C947960,8/21/14,0,18900,rent,business
C948016,9/8/14,0,91700,mortgage,personal loan
C948027,7/22/14,1,29300,rent,auto
C948057,9/5/14,0,19200,rent,business
C948134,9/18/14,0,4500,rent,auto
C948314,7/6/14,0,94100,rent,personal loan
C948520,7/26/14,0,72600,rent,personal loan
C948857,9/3/14,0,47200,rent,personal loan
C948873,9/13/14,0,17100,rent,education
C948967,7/25/14,0,53500,house_owner,business
C949217,9/17/14,0,79600,mortgage,auto
C949279,9/4/14,0,96600,house_owner,personal loan
C949355,9/2/14,0,40500,rent,business
C949356,8/9/14,1,9200,rent,auto
C949425,8/11/14,0,24600,rent,debt_consolidation
C949483,9/15/14,0,68700,house_owner,education
C949601,9/17/14,0,13300,rent,education
C949635,9/9/14,0,77500,rent,personal loan
C949677,9/8/14,0,22400,mortgage,personal loan
C949766,8/13/14,0,117700,rent,education
C949860,9/20/14,0,19400,rent,personal loan
C949991,7/16/14,0,22400,house_owner,business
C950076,9/27/14,0,85700,mortgage,business
C950222,9/23/14,0,42300,rent,education
C950295,7/11/14,0,5200,rent,debt_consolidation
C950394,9/23/14,0,36300,mortgage,personal loan
C950503,7/4/14,0,36600,house_owner,business
C950660,8/6/14,0,58800,rent,personal loan
C950688,8/21/14,0,32800,rent,business
C950707,7/15/14,0,42600,house_owner,business
C950912,7/2/14,0,46300,rent,debt_consolidation
C951025,7/15/14,0,27500,rent,personal loan
C951103,9/22/14,0,43500,rent,business
C951303,7/22/14,0,81500,mortgage,education
C951332,7/14/14,0,12900,rent,business
C951480,8/3/14,0,125300,house_owner,education
C951609,9/18/14,0,31700,mortgage,auto
C951681,9/6/14,0,11900,rent,debt_consolidation
C951687,8/19/14,0,69800,house_owner,business
C951713,8/26/14,0,18800,rent,business
C952036,9/1/14,1,63200,house_owner,auto
C952042,8/6/14,0,60800,mortgage,education
C952052,7/14/14,1,71600,mortgage,debt_consolidation
C952166,8/30/14,0,7700,rent,personal loan
C952186,8/23/14,0,73600,rent,education
C952220,9/1/14,0,1000,house_owner,business
C952610,8/10/14,0,55000,rent,business
C952631,7/15/14,0,66800,mortgage,debt_consolidation
C952662,7/8/14,0,8400,house_owner,debt_consolidation
C952672,9/17/14,0,19200,rent,personal loan
C952775,8/29/14,0,28900,mortgage,personal loan
C952804,9/23/14,0,22500,rent,personal loan
C952858,7/19/14,0,40500,rent,education
C953006,9/20/14,0,49200,rent,personal loan
C953148,7/28/14,0,17600,rent,personal loan
C953239,8/15/14,0,62900,mortgage,education
C953439,9/8/14,0,89900,house_owner,education
C953442,7/16/14,0,36800,rent,personal loan
C953458,7/24/14,0,21900,rent,personal loan
C953829,8/28/14,0,39300,mortgage,debt_consolidation
C953837,8/19/14,0,27200,rent,personal loan
C953838,7/18/14,1,65500,rent,debt_consolidation
C953958,8/31/14,0,78300,mortgage,auto
C953966,7/26/14,0,52800,house_owner,auto
C954018,9/22/14,0,141600,mortgage,debt_consolidation
C954092,7/15/14,0,85500,mortgage,personal loan
C954107,8/25/14,0,71400,rent,personal loan
C954115,7/22/14,0,17300,rent,debt_consolidation
C954134,8/30/14,0,68000,rent,personal loan
C954637,9/17/14,0,35100,rent,education
C954691,8/11/14,0,117400,rent,auto
C954748,8/28/14,0,11400,rent,auto
C954882,9/23/14,0,31700,rent,business
C954937,7/28/14,1,21600,house_owner,debt_consolidation
C955077,8/21/14,0,9700,rent,business
C955146,9/18/14,0,41400,house_owner,business
C955155,9/28/14,0,98600,mortgage,debt_consolidation
C955164,9/26/14,0,26600,mortgage,auto
C955186,7/26/14,1,126700,rent,business
C955265,9/5/14,0,44300,mortgage,auto
C955336,7/7/14,0,108600,mortgage,education
C955409,7/2/14,0,107600,rent,auto
C955443,8/12/14,1,12200,mortgage,personal loan
C955486,8/20/14,0,6100,rent,personal loan
C955535,7/20/14,0,6000,rent,auto
C955602,7/21/14,1,122600,rent,education
C955659,8/1/14,0,11100,rent,debt_consolidation
C955758,8/10/14,1,54400,rent,personal loan
C955987,8/10/14,1,57500,mortgage,personal loan
C956064,9/17/14,0,37200,rent,personal loan
C956081,7/26/14,0,66000,mortgage,personal loan
C956120,8/23/14,0,5700,mortgage,auto
C956185,8/21/14,0,61700,rent,education
C956365,7/18/14,0,30300,mortgage,auto
C956367,7/19/14,1,57800,mortgage,education
C956448,9/5/14,0,24200,rent,education
C956531,9/18/14,0,27000,mortgage,debt_consolidation
C956646,9/6/14,0,76400,mortgage,personal loan
C956774,9/1/14,0,70100,rent,education
C956856,8/2/14,0,44900,rent,business
C956916,9/8/14,0,13300,rent,personal loan
C956968,7/3/14,0,25900,rent,debt_consolidation
C957068,9/5/14,0,80400,mortgage,personal loan
C957152,8/25/14,0,26900,rent,business
C957305,9/8/14,0,45800,house_owner,personal loan
C957314,9/9/14,0,74300,mortgage,personal loan
C957344,7/1/14,0,66400,house_owner,auto
C957354,9/27/14,1,15800,rent,business
C957527,9/1/14,1,63100,rent,debt_consolidation
C957654,7/1/14,0,30700,house_owner,business
C957674,8/14/14,0,110100,house_owner,business
C957724,7/18/14,0,150900,rent,auto
C957774,7/28/14,0,5800,house_owner,debt_consolidation
C957798,9/24/14,0,56500,mortgage,personal loan
C957844,8/13/14,0,35000,house_owner,education
C958093,9/19/14,0,47300,mortgage,personal loan
C958115,7/30/14,0,14100,rent,education
C958218,8/24/14,1,55200,rent,business
C958277,8/1/14,0,19200,rent,auto
C958318,7/19/14,0,4500,mortgage,personal loan
C958357,7/14/14,0,32900,rent,personal loan
C958451,9/16/14,0,56800,house_owner,business
C958503,7/29/14,0,17700,mortgage,personal loan
C958510,7/3/14,0,146900,mortgage,personal loan
C958581,8/20/14,0,93600,rent,business
C958627,9/20/14,0,49700,mortgage,personal loan
C958674,7/19/14,0,60400,house_owner,business
C958688,8/12/14,0,54500,rent,personal loan
C958785,8/26/14,1,115600,rent,business
C958872,9/1/14,1,88500,mortgage,personal loan
C959018,7/11/14,0,95300,rent,personal loan
C959041,8/7/14,0,29900,rent,debt_consolidation
C959433,7/10/14,0,58600,mortgage,business
C959472,8/3/14,0,42800,mortgage,debt_consolidation
C959506,8/24/14,0,39600,rent,business
C959720,7/10/14,0,23800,mortgage,business
C959805,9/14/14,0,29500,rent,personal loan
C960143,9/27/14,0,204200,house_owner,education
C960349,7/8/14,0,51900,rent,business
C960368,8/21/14,1,19000,rent,auto
C960439,8/17/14,0,73600,house_owner,business
C960442,8/9/14,0,120900,house_owner,personal loan
C960644,8/14/14,0,5000,rent,education
C960677,8/17/14,0,8800,mortgage,business
C960732,7/6/14,0,205800,rent,personal loan
C960773,8/30/14,0,42100,rent,business
